"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-12-27 20:51:18 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
1999,Afghanistan,Afghanistan,"Internally displaced persons",258625
1999,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",3115
1999,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",401
1999,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",8
1999,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",232
1999,Bangladesh,Afghanistan,"Refugees (incl. refugee-like situations)",1
1999,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",222
1999,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",199
1999,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",7922
1999,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1184
1999,China,Afghanistan,"Refugees (incl. refugee-like situations)",1
1999,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",13
1999,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",1
1999,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",174
1999,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",2290
1999,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",51
1999,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",72
1999,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",93
1999,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",118
1999,France,Afghanistan,"Refugees (incl. refugee-like situations)",1119
1999,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",4645
1999,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
1999,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",57
1999,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",601
1999,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",12
1999,India,Afghanistan,"Refugees (incl. refugee-like situations)",14473
1999,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",5
1999,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",1325724
1999,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",37
1999,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",11
1999,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",2296
1999,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",708
1999,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",5
1999,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",1
1999,Kuwait,Afghanistan,"Refugees (incl. refugee-like situations)",52
1999,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",550
1999,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",9
1999,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",28
1999,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",9
1999,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",53
1999,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",20256
1999,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",559
1999,Nepal,Afghanistan,"Refugees (incl. refugee-like situations)",3
1999,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",142
1999,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",1200000
1999,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",6
1999,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",51
1999,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",1
1999,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",222
1999,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",513
1999,"Saudi Arabia",Afghanistan,"Refugees (incl. refugee-like situations)",161
1999,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",180
1999,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",1451
1999,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",127
1999,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",22
1999,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",4531
1999,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",1442
1999,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",26
1999,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1891
1999,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",2587
1999,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",1002
1999,Zimbabwe,Afghanistan,"Refugees (incl. refugee-like situations)",23
2000,Afghanistan,Afghanistan,"Internally displaced persons",758625
2000,"United Arab Emirates",Afghanistan,Asylum-seekers,12
2000,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",6
2000,Argentina,Afghanistan,Asylum-seekers,1
2000,Australia,Afghanistan,Asylum-seekers,376
2000,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",4358
2000,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",679
2000,Azerbaijan,Afghanistan,Asylum-seekers,843
2000,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",172
2000,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",275
2000,Bangladesh,Afghanistan,"Refugees (incl. refugee-like situations)",2
2000,Bulgaria,Afghanistan,Asylum-seekers,428
2000,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",786
2000,"Bosnia and Herzegovina",Afghanistan,Asylum-seekers,1
2000,Belarus,Afghanistan,Asylum-seekers,235
2000,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",368
2000,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",3
2000,Canada,Afghanistan,Asylum-seekers,308
2000,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",9115
2000,Switzerland,Afghanistan,Asylum-seekers,621
2000,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1204
2000,China,Afghanistan,"Refugees (incl. refugee-like situations)",1
2000,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",19
2000,Cyprus,Afghanistan,Asylum-seekers,1
2000,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",2
2000,"Czech Rep.",Afghanistan,Asylum-seekers,395
2000,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",192
2000,Germany,Afghanistan,Asylum-seekers,9229
2000,Denmark,Afghanistan,Asylum-seekers,519
2000,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",3525
2000,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",70
2000,Egypt,Afghanistan,Asylum-seekers,21
2000,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",60
2000,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",125
2000,Estonia,Afghanistan,Asylum-seekers,4
2000,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",2
2000,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2000,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",351
2000,France,Afghanistan,"Refugees (incl. refugee-like situations)",1190
2000,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",5675
2000,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2000,Greece,Afghanistan,Asylum-seekers,363
2000,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",131
2000,Croatia,Afghanistan,Asylum-seekers,1
2000,Hungary,Afghanistan,Asylum-seekers,448
2000,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",694
2000,Indonesia,Afghanistan,Asylum-seekers,110
2000,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",34
2000,India,Afghanistan,Asylum-seekers,34
2000,India,Afghanistan,"Refugees (incl. refugee-like situations)",12760
2000,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",30
2000,"Iran (Islamic Rep. of)",Afghanistan,Asylum-seekers,12228
2000,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",1482000
2000,Iceland,Afghanistan,Asylum-seekers,3
2000,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",66
2000,Jordan,Afghanistan,Asylum-seekers,7
2000,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",1
2000,Japan,Afghanistan,Asylum-seekers,33
2000,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",41
2000,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",2460
2000,Kenya,Afghanistan,Asylum-seekers,2
2000,Kyrgyzstan,Afghanistan,Asylum-seekers,87
2000,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",804
2000,Cambodia,Afghanistan,Asylum-seekers,6
2000,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",5
2000,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2000,Kuwait,Afghanistan,Asylum-seekers,7
2000,Kuwait,Afghanistan,"Refugees (incl. refugee-like situations)",92
2000,Lebanon,Afghanistan,Asylum-seekers,5
2000,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",58
2000,"Sri Lanka",Afghanistan,Asylum-seekers,1
2000,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",1
2000,Lithuania,Afghanistan,Asylum-seekers,4
2000,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",36
2000,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",8
2000,"Rep. of Moldova",Afghanistan,Asylum-seekers,14
2000,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",2
2000,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",10
2000,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2000,Mozambique,Afghanistan,Asylum-seekers,1
2000,Malaysia,Afghanistan,Asylum-seekers,7
2000,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",55
2000,Netherlands,Afghanistan,Asylum-seekers,10931
2000,Netherlands,Afghanistan,"Refugees (incl. refugee-like situations)",23629
2000,Norway,Afghanistan,"Refugees (incl. refugee-like situations)",1098
2000,"New Zealand",Afghanistan,"Refugees (incl. refugee-like situations)",181
2000,Pakistan,Afghanistan,"Refugees (incl. refugee-like situations)",2000000
2000,Philippines,Afghanistan,"Refugees (incl. refugee-like situations)",6
2000,Poland,Afghanistan,"Refugees (incl. refugee-like situations)",51
2000,Portugal,Afghanistan,"Refugees (incl. refugee-like situations)",2
2000,Romania,Afghanistan,"Refugees (incl. refugee-like situations)",278
2000,"Russian Federation",Afghanistan,Asylum-seekers,620
2000,"Russian Federation",Afghanistan,"Refugees (incl. refugee-like situations)",521
2000,"Saudi Arabia",Afghanistan,"Refugees (incl. refugee-like situations)",107
2000,Slovakia,Afghanistan,Asylum-seekers,122
2000,Slovakia,Afghanistan,"Refugees (incl. refugee-like situations)",187
2000,Slovenia,Afghanistan,Asylum-seekers,238
2000,Sweden,Afghanistan,"Refugees (incl. refugee-like situations)",2318
2000,"Syrian Arab Rep.",Afghanistan,Asylum-seekers,25
2000,"Syrian Arab Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",172
2000,Thailand,Afghanistan,Asylum-seekers,9
2000,Thailand,Afghanistan,"Refugees (incl. refugee-like situations)",20
2000,Tajikistan,Afghanistan,Asylum-seekers,233
2000,Tajikistan,Afghanistan,"Refugees (incl. refugee-like situations)",15354
2000,Turkmenistan,Afghanistan,Asylum-seekers,128
2000,Turkmenistan,Afghanistan,"Refugees (incl. refugee-like situations)",1450
2000,Turkey,Afghanistan,Asylum-seekers,46
2000,Turkey,Afghanistan,"Refugees (incl. refugee-like situations)",44
2000,Ukraine,Afghanistan,Asylum-seekers,23
2000,Ukraine,Afghanistan,"Refugees (incl. refugee-like situations)",1685
2000,"United States of America",Afghanistan,Asylum-seekers,321
2000,"United States of America",Afghanistan,"Refugees (incl. refugee-like situations)",4322
2000,Uzbekistan,Afghanistan,Asylum-seekers,1235
2000,Uzbekistan,Afghanistan,"Refugees (incl. refugee-like situations)",8348
2000,"South Africa",Afghanistan,Asylum-seekers,8
2000,"South Africa",Afghanistan,"Refugees (incl. refugee-like situations)",5
2000,Zimbabwe,Afghanistan,"Refugees (incl. refugee-like situations)",82
2001,Afghanistan,Afghanistan,"Internally displaced persons",1200000
2001,"United Arab Emirates",Afghanistan,Asylum-seekers,16
2001,"United Arab Emirates",Afghanistan,"Refugees (incl. refugee-like situations)",6
2001,Argentina,Afghanistan,Asylum-seekers,1
2001,Australia,Afghanistan,Asylum-seekers,452
2001,Australia,Afghanistan,"Refugees (incl. refugee-like situations)",6262
2001,Austria,Afghanistan,"Refugees (incl. refugee-like situations)",1049
2001,Azerbaijan,Afghanistan,Asylum-seekers,931
2001,Azerbaijan,Afghanistan,"Refugees (incl. refugee-like situations)",243
2001,Belgium,Afghanistan,"Refugees (incl. refugee-like situations)",357
2001,Bangladesh,Afghanistan,"Refugees (incl. refugee-like situations)",2
2001,Bulgaria,Afghanistan,Asylum-seekers,623
2001,Bulgaria,Afghanistan,"Refugees (incl. refugee-like situations)",1565
2001,Belarus,Afghanistan,Asylum-seekers,213
2001,Belarus,Afghanistan,"Refugees (incl. refugee-like situations)",454
2001,Brazil,Afghanistan,Asylum-seekers,3
2001,Brazil,Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Canada,Afghanistan,Asylum-seekers,406
2001,Canada,Afghanistan,"Refugees (incl. refugee-like situations)",11371
2001,Switzerland,Afghanistan,Asylum-seekers,729
2001,Switzerland,Afghanistan,"Refugees (incl. refugee-like situations)",1446
2001,Chile,Afghanistan,"Refugees (incl. refugee-like situations)",5
2001,China,Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,"Côte d'Ivoire",Afghanistan,Asylum-seekers,6
2001,"Côte d'Ivoire",Afghanistan,"Refugees (incl. refugee-like situations)",5
2001,Cuba,Afghanistan,"Refugees (incl. refugee-like situations)",26
2001,Cyprus,Afghanistan,Asylum-seekers,11
2001,Cyprus,Afghanistan,"Refugees (incl. refugee-like situations)",3
2001,"Czech Rep.",Afghanistan,Asylum-seekers,133
2001,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",199
2001,Germany,Afghanistan,Asylum-seekers,10057
2001,Denmark,Afghanistan,Asylum-seekers,819
2001,Denmark,Afghanistan,"Refugees (incl. refugee-like situations)",4816
2001,Ecuador,Afghanistan,"Refugees (incl. refugee-like situations)",28
2001,Egypt,Afghanistan,Asylum-seekers,21
2001,Egypt,Afghanistan,"Refugees (incl. refugee-like situations)",66
2001,Spain,Afghanistan,"Refugees (incl. refugee-like situations)",145
2001,Estonia,Afghanistan,Asylum-seekers,1
2001,Estonia,Afghanistan,"Refugees (incl. refugee-like situations)",6
2001,Ethiopia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2001,Finland,Afghanistan,"Refugees (incl. refugee-like situations)",661
2001,France,Afghanistan,"Refugees (incl. refugee-like situations)",1284
2001,"United Kingdom",Afghanistan,"Refugees (incl. refugee-like situations)",15065
2001,Georgia,Afghanistan,"Refugees (incl. refugee-like situations)",3
2001,Greece,Afghanistan,Asylum-seekers,1597
2001,Greece,Afghanistan,"Refugees (incl. refugee-like situations)",154
2001,"China, Hong Kong SAR",Afghanistan,Asylum-seekers,3
2001,Croatia,Afghanistan,Asylum-seekers,1
2001,Hungary,Afghanistan,Asylum-seekers,1105
2001,Hungary,Afghanistan,"Refugees (incl. refugee-like situations)",581
2001,Indonesia,Afghanistan,Asylum-seekers,447
2001,Indonesia,Afghanistan,"Refugees (incl. refugee-like situations)",44
2001,India,Afghanistan,Asylum-seekers,128
2001,India,Afghanistan,"Refugees (incl. refugee-like situations)",11972
2001,Ireland,Afghanistan,"Refugees (incl. refugee-like situations)",41
2001,"Iran (Islamic Rep. of)",Afghanistan,"Refugees (incl. refugee-like situations)",1482000
2001,Iceland,Afghanistan,Asylum-seekers,1
2001,Italy,Afghanistan,"Refugees (incl. refugee-like situations)",149
2001,Jordan,Afghanistan,Asylum-seekers,2
2001,Jordan,Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Japan,Afghanistan,Asylum-seekers,71
2001,Japan,Afghanistan,"Refugees (incl. refugee-like situations)",58
2001,Kazakhstan,Afghanistan,Asylum-seekers,10
2001,Kazakhstan,Afghanistan,"Refugees (incl. refugee-like situations)",2353
2001,Kenya,Afghanistan,Asylum-seekers,2
2001,Kyrgyzstan,Afghanistan,Asylum-seekers,98
2001,Kyrgyzstan,Afghanistan,"Refugees (incl. refugee-like situations)",922
2001,Cambodia,Afghanistan,Asylum-seekers,1
2001,Cambodia,Afghanistan,"Refugees (incl. refugee-like situations)",17
2001,"Rep. of Korea",Afghanistan,Asylum-seekers,2
2001,"Rep. of Korea",Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Kuwait,Afghanistan,Asylum-seekers,29
2001,Kuwait,Afghanistan,"Refugees (incl. refugee-like situations)",45
2001,Lebanon,Afghanistan,Asylum-seekers,2
2001,Lebanon,Afghanistan,"Refugees (incl. refugee-like situations)",48
2001,"Sri Lanka",Afghanistan,Asylum-seekers,13
2001,"Sri Lanka",Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Lithuania,Afghanistan,Asylum-seekers,40
2001,Lithuania,Afghanistan,"Refugees (incl. refugee-like situations)",79
2001,Latvia,Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Morocco,Afghanistan,"Refugees (incl. refugee-like situations)",8
2001,"Rep. of Moldova",Afghanistan,Asylum-seekers,7
2001,"Rep. of Moldova",Afghanistan,"Refugees (incl. refugee-like situations)",7
2001,Mexico,Afghanistan,"Refugees (incl. refugee-like situations)",9
2001,"The former Yugoslav Republic of Macedonia",Afghanistan,"Refugees (incl. refugee-like situations)",1
2001,Malta,Afghanistan,"Refugees (incl. refugee-like situations)",8
2001,Mozambique,Afghanistan,Asylum-seekers,1
2001,Malaysia,Afghanistan,Asylum-seekers,45
2001,Malaysia,Afghanistan,"Refugees (incl. refugee-like situations)",77
2001,Netherlands,Afghanistan,Asylum-seekers,7894
